app_name,category,website_hint,one_line_description,auth_methods,self_serve_status,api_surface,api_breadth,existing_mcp,buildability_verdict,main_blocker,evidence_urls,confidence_score,notes,last_checked_date,research_mode,source_quality,low_confidence
fanbasis,Ecommerce,fanbasis.com,"fanbasis exposes ecommerce APIs for catalog, orders, customers, and storefront operations.","oauth2, token, mixed",unclear,unclear,broad,none_found,unclear,Public developer access was not obvious enough to make a high-confidence integration claim.,https://fanbasis.com,0.32,Classification is based on public commerce developer docs and typical app-auth patterns.,2026-07-09,real_cached,official_docs_cached,True
DataForSEO,Data SEO and Scraping,docs.dataforseo.com,"DataForSEO exposes data, SEO, or scraping-oriented endpoints for search, extraction, or enrichment workflows.","api_key, basic, mixed",self_serve,rest,medium,none_found,buildable_today,"Credits, rate limits, and acceptable-use policies often shape production viability.",https://docs.dataforseo.com/,0.9,Classification is based on public API docs and the availability of self-serve developer access.,2026-07-09,real_cached,official_docs_cached,False
SE Ranking,Data SEO and Scraping,seranking.com/api,"SE Ranking exposes data, SEO, or scraping-oriented endpoints for search, extraction, or enrichment workflows.",api_key,self_serve,rest,medium,none_found,buildable_with_limitations,"Credits, rate limits, and acceptable-use policies often shape production viability.",https://seranking.com/api.html,0.76,Classification is based on public API docs and the availability of self-serve developer access.,2026-07-09,real_cached,official_docs_cached,False
Ahrefs,Data SEO and Scraping,ahrefs.com/api,"Ahrefs exposes data, SEO, or scraping-oriented endpoints for search, extraction, or enrichment workflows.","api_key, token, mixed",gated,rest,medium,none_found,needs_outreach,Ahrefs API access has historically been tied to specific plans and is not as self-serve as simpler SEO APIs.,https://ahrefs.com/api,0.76,Classification is based on public API docs and the availability of self-serve developer access.,2026-07-09,real_cached,official_docs_cached,False
MrScraper,Data SEO and Scraping,docs.mrscraper.com,"MrScraper exposes data, SEO, or scraping-oriented endpoints for search, extraction, or enrichment workflows.","api_key, token, mixed",self_serve,rest,medium,none_found,buildable_today,"Credits, rate limits, and acceptable-use policies often shape production viability.",https://docs.mrscraper.com/,0.77,Classification is based on public API docs and the availability of self-serve developer access.,2026-07-09,real_cached,official_docs_cached,False
Apify,Data SEO and Scraping,docs.apify.com,"Apify exposes data, SEO, or scraping-oriented endpoints for search, extraction, or enrichment workflows.","api_key, token, mixed",self_serve,rest,broad,none_found,buildable_today,"Credits, rate limits, and acceptable-use policies often shape production viability.",https://docs.apify.com/,0.95,Classification is based on public API docs and the availability of self-serve developer access.,2026-07-09,real_cached,official_docs_cached,False
Firecrawl,Data SEO and Scraping,firecrawl.dev,"Firecrawl exposes data, SEO, or scraping-oriented endpoints for search, extraction, or enrichment workflows.",api_key,self_serve,rest,medium,none_found,buildable_today,"Credits, rate limits, and acceptable-use policies often shape production viability.",https://firecrawl.dev/,0.92,Classification is based on public API docs and the availability of self-serve developer access.,2026-07-09,real_cached,official_docs_cached,False
Bright Data,Data SEO and Scraping,brightdata.com,"Bright Data exposes data, SEO, or scraping-oriented endpoints for search, extraction, or enrichment workflows.","api_key, token, mixed",self_serve,rest,medium,none_found,buildable_with_limitations,"Credits, rate limits, and acceptable-use policies often shape production viability.",https://brightdata.com/,0.87,Classification is based on public API docs and the availability of self-serve developer access.,2026-07-09,real_cached,official_docs_cached,False
Sherlock,Data SEO and Scraping,github.com/sherlock-project/sherlock,Open-source OSINT tooling exposed as a CLI/codebase rather than a classic hosted SaaS API.,unclear,self_serve,sdk_only,narrow,none_found,buildable_with_limitations,Sherlock is easier to wrap as a CLI/tooling primitive than as a first-party hosted API integration.,https://github.com/sherlock-project/sherlock,0.83,Classification is based on public API docs and the availability of self-serve developer access.,2026-07-09,real_cached,official_docs_cached,True
Waterfall.io,Data SEO and Scraping,waterfall.io,"Waterfall.io exposes data, SEO, or scraping-oriented endpoints for search, extraction, or enrichment workflows.","api_key, token, mixed",unclear,unclear,medium,none_found,unclear,Public API and auth details were not clear enough to support a confident classification.,https://waterfall.io,0.32,Classification is based on public API docs and the availability of self-serve developer access.,2026-07-09,real_cached,official_docs_cached,True
Clay,Data SEO and Scraping,clay.com,"Clay exposes data, SEO, or scraping-oriented endpoints for search, extraction, or enrichment workflows.","api_key, token, mixed",partially_gated,rest,medium,none_found,buildable_with_limitations,"Credits, rate limits, and acceptable-use policies often shape production viability.",https://www.clay.com/,0.78,Classification is based on public API docs and the availability of self-serve developer access.,2026-07-09,real_cached,official_docs_cached,False
GitHub,Developer Infra and Data Platforms,docs.github.com/rest,"GitHub exposes developer or infrastructure APIs for deployment, observability, storage, or platform automation.","api_key, token, mixed",self_serve,rest_and_graphql,broad,unofficial,buildable_today,Permission scoping matters because these APIs can mutate production state quickly.,"https://docs.github.com/en/rest, https://docs.github.com/en/graphql",0.97,Classification is based on mature developer docs and explicit infrastructure API onboarding paths.,2026-07-09,real_cached,official_docs_cached,False
Vercel,Developer Infra and Data Platforms,vercel.com/docs/rest-api,"Vercel exposes developer or infrastructure APIs for deployment, observability, storage, or platform automation.",token,self_serve,rest,broad,none_found,buildable_today,Permission scoping matters because these APIs can mutate production state quickly.,https://vercel.com/docs/rest-api,0.94,Classification is based on mature developer docs and explicit infrastructure API onboarding paths.,2026-07-09,real_cached,official_docs_cached,False
Netlify,Developer Infra and Data Platforms,docs.netlify.com/api,"Netlify exposes developer or infrastructure APIs for deployment, observability, storage, or platform automation.",token,self_serve,rest,broad,none_found,buildable_today,Permission scoping matters because these APIs can mutate production state quickly.,https://docs.netlify.com/api/get-started/,0.92,Classification is based on mature developer docs and explicit infrastructure API onboarding paths.,2026-07-09,real_cached,official_docs_cached,False
Cloudflare,Developer Infra and Data Platforms,developers.cloudflare.com/api,"Cloudflare exposes developer or infrastructure APIs for deployment, observability, storage, or platform automation.","api_key, token, mixed",self_serve,rest,broad,none_found,buildable_today,Permission scoping matters because these APIs can mutate production state quickly.,https://developers.cloudflare.com/api/,0.96,Classification is based on mature developer docs and explicit infrastructure API onboarding paths.,2026-07-09,real_cached,official_docs_cached,False
Supabase,Developer Infra and Data Platforms,supabase.com/docs,"Supabase exposes developer or infrastructure APIs for deployment, observability, storage, or platform automation.","api_key, token, mixed",self_serve,rest,broad,none_found,buildable_today,Permission scoping matters because these APIs can mutate production state quickly.,https://supabase.com/docs,0.96,Classification is based on mature developer docs and explicit infrastructure API onboarding paths.,2026-07-09,real_cached,official_docs_cached,False
Neo4j,Developer Infra and Data Platforms,neo4j.com/docs/api,"Neo4j exposes developer or infrastructure APIs for deployment, observability, storage, or platform automation.","api_key, token, mixed",self_serve,mixed,broad,none_found,buildable_with_limitations,Permission scoping matters because these APIs can mutate production state quickly.,https://neo4j.com/docs/api/,0.79,Classification is based on mature developer docs and explicit infrastructure API onboarding paths.,2026-07-09,real_cached,official_docs_cached,False
Snowflake,Developer Infra and Data Platforms,docs.snowflake.com,"Snowflake exposes developer or infrastructure APIs for deployment, observability, storage, or platform automation.","api_key, token, mixed",partially_gated,rest,broad,none_found,buildable_with_limitations,Permission scoping matters because these APIs can mutate production state quickly.,https://docs.snowflake.com/,0.86,Classification is based on mature developer docs and explicit infrastructure API onboarding paths.,2026-07-09,real_cached,official_docs_cached,False
MongoDB Atlas,Developer Infra and Data Platforms,mongodb.com/docs/atlas/api,"MongoDB Atlas exposes developer or infrastructure APIs for deployment, observability, storage, or platform automation.","api_key, oauth2, mixed",self_serve,rest,broad,none_found,buildable_today,Permission scoping matters because these APIs can mutate production state quickly.,https://www.mongodb.com/docs/atlas/api/,0.9,Classification is based on mature developer docs and explicit infrastructure API onboarding paths.,2026-07-09,real_cached,official_docs_cached,False
Datadog,Developer Infra and Data Platforms,docs.datadoghq.com/api,"Datadog exposes developer or infrastructure APIs for deployment, observability, storage, or platform automation.","api_key, token, mixed",self_serve,rest,broad,none_found,buildable_today,Permission scoping matters because these APIs can mutate production state quickly.,https://docs.datadoghq.com/api/latest/,0.94,Classification is based on mature developer docs and explicit infrastructure API onboarding paths.,2026-07-09,real_cached,official_docs_cached,False
Sentry,Developer Infra and Data Platforms,docs.sentry.io/api,"Sentry exposes developer or infrastructure APIs for deployment, observability, storage, or platform automation.",token,self_serve,rest,broad,none_found,buildable_today,Permission scoping matters because these APIs can mutate production state quickly.,https://docs.sentry.io/api/,0.94,Classification is based on mature developer docs and explicit infrastructure API onboarding paths.,2026-07-09,real_cached,official_docs_cached,False
Notion,Productivity and Project Management,developers.notion.com,"Notion exposes work-management APIs for documents, records, projects, or task automation.","oauth2, token, mixed",self_serve,rest,medium,unofficial,buildable_today,Tenant permissions and object-model quirks can still require app-specific schema work.,https://developers.notion.com/,0.97,Classification is based on public developer docs and established third-party integration ecosystems.,2026-07-09,real_cached,official_docs_cached,False
Airtable,Productivity and Project Management,airtable.com/developers,"Airtable exposes work-management APIs for documents, records, projects, or task automation.","oauth2, token, mixed",self_serve,rest,medium,unofficial,buildable_today,Tenant permissions and object-model quirks can still require app-specific schema work.,https://airtable.com/developers,0.95,Classification is based on public developer docs and established third-party integration ecosystems.,2026-07-09,real_cached,official_docs_cached,False
Linear,Productivity and Project Management,developers.linear.app,"Linear exposes work-management APIs for documents, records, projects, or task automation.",oauth2,self_serve,graphql,broad,unofficial,buildable_today,Tenant permissions and object-model quirks can still require app-specific schema work.,https://developers.linear.app/,0.96,Classification is based on public developer docs and established third-party integration ecosystems.,2026-07-09,real_cached,official_docs_cached,False
Jira,Productivity and Project Management,developer.atlassian.com,"Jira exposes work-management APIs for documents, records, projects, or task automation.","oauth2, token, mixed",self_serve,rest,broad,unofficial,buildable_today,Tenant permissions and object-model quirks can still require app-specific schema work.,"https://developer.atlassian.com/cloud/jira/platform/rest/v3/intro/, https://developer.atlassian.com/cloud/jira/platform/oauth-2-3lo-apps/",0.97,Classification is based on public developer docs and established third-party integration ecosystems.,2026-07-09,real_cached,official_docs_cached,False
Asana,Productivity and Project Management,developers.asana.com,"Asana exposes work-management APIs for documents, records, projects, or task automation.","oauth2, token, mixed",self_serve,rest,medium,none_found,buildable_today,Tenant permissions and object-model quirks can still require app-specific schema work.,https://developers.asana.com/,0.93,Classification is based on public developer docs and established third-party integration ecosystems.,2026-07-09,real_cached,official_docs_cached,False
Monday.com,Productivity and Project Management,developer.monday.com,"Monday.com exposes work-management APIs for documents, records, projects, or task automation.","oauth2, token, mixed",self_serve,graphql,broad,none_found,buildable_today,Tenant permissions and object-model quirks can still require app-specific schema work.,https://developer.monday.com/api-reference/docs,0.94,Classification is based on public developer docs and established third-party integration ecosystems.,2026-07-09,real_cached,official_docs_cached,False
ClickUp,Productivity and Project Management,clickup.com/api,"ClickUp exposes work-management APIs for documents, records, projects, or task automation.","oauth2, token, mixed",self_serve,rest,medium,none_found,buildable_today,Tenant permissions and object-model quirks can still require app-specific schema work.,https://clickup.com/api,0.89,Classification is based on public developer docs and established third-party integration ecosystems.,2026-07-09,real_cached,official_docs_cached,False
Coda,Productivity and Project Management,coda.io/developers,"Coda exposes work-management APIs for documents, records, projects, or task automation.","oauth2, token, mixed",self_serve,rest,medium,none_found,buildable_today,Tenant permissions and object-model quirks can still require app-specific schema work.,https://coda.io/developers,0.88,Classification is based on public developer docs and established third-party integration ecosystems.,2026-07-09,real_cached,official_docs_cached,False
Smartsheet,Productivity and Project Management,smartsheet.com/developers,"Smartsheet exposes work-management APIs for documents, records, projects, or task automation.","oauth2, token, mixed",self_serve,rest,medium,none_found,buildable_with_limitations,Tenant permissions and object-model quirks can still require app-specific schema work.,https://developers.smartsheet.com/api/smartsheet/openapi/home,0.85,Classification is based on public developer docs and established third-party integration ecosystems.,2026-07-09,real_cached,official_docs_cached,False
Harvest,Productivity and Project Management,help.getharvest.com/api-v2,"Harvest exposes work-management APIs for documents, records, projects, or task automation.","oauth2, token, mixed",self_serve,rest,medium,none_found,buildable_today,Tenant permissions and object-model quirks can still require app-specific schema work.,https://help.getharvest.com/api-v2/,0.89,Classification is based on public developer docs and established third-party integration ecosystems.,2026-07-09,real_cached,official_docs_cached,False
Stripe,Finance and Fintech,stripe.com/docs/api,"Stripe exposes finance-oriented APIs for payments, accounting, treasury, or financial data workflows.",api_key,partially_gated,rest,broad,unofficial,buildable_with_limitations,"Compliance, production approval, and sensitive financial scopes often introduce gating.","https://docs.stripe.com/api, https://docs.stripe.com/keys",0.97,Classification is based on official financial-platform docs and typical production access controls.,2026-07-09,real_cached,official_docs_cached,False
Plaid,Finance and Fintech,plaid.com/docs,"Plaid exposes finance-oriented APIs for payments, accounting, treasury, or financial data workflows.","oauth2, api_key, mixed",partially_gated,rest,medium,none_found,buildable_with_limitations,"Plaid has excellent docs, but production access and financial-institution coverage still require compliance-oriented setup.",https://plaid.com/docs/,0.91,Classification is based on official financial-platform docs and typical production access controls.,2026-07-09,real_cached,official_docs_cached,False
Binance,Finance and Fintech,binance-docs.github.io,"Binance exposes finance-oriented APIs for payments, accounting, treasury, or financial data workflows.",api_key,partially_gated,rest,medium,none_found,buildable_with_limitations,"Compliance, production approval, and sensitive financial scopes often introduce gating.",https://binance-docs.github.io/,0.92,Classification is based on official financial-platform docs and typical production access controls.,2026-07-09,real_cached,official_docs_cached,False
Paygent Connect,Finance and Fintech,paygent,"Paygent Connect exposes finance-oriented APIs for payments, accounting, treasury, or financial data workflows.","oauth2, api_key, mixed",gated,unclear,medium,none_found,needs_outreach,Public developer access is not obvious enough to assume self-serve financial integration access.,https://www.paygent.co.jp/,0.43,Classification is based on official financial-platform docs and typical production access controls.,2026-07-09,real_cached,official_docs_cached,True
iPayX,Finance and Fintech,ipayx.ai/docs,"iPayX exposes finance-oriented APIs for payments, accounting, treasury, or financial data workflows.","oauth2, api_key, mixed",partially_gated,rest,medium,none_found,buildable_with_limitations,"Compliance, production approval, and sensitive financial scopes often introduce gating.",https://ipayx.ai/docs,0.59,"The public docs hint suggests an API surface, but the ecosystem is less mature than larger payment platforms.",2026-07-09,real_cached,official_docs_cached,True
QuickBooks,Finance and Fintech,developer.intuit.com,"QuickBooks exposes finance-oriented APIs for payments, accounting, treasury, or financial data workflows.",oauth2,partially_gated,rest,medium,none_found,buildable_with_limitations,"Compliance, production approval, and sensitive financial scopes often introduce gating.",https://developer.intuit.com/,0.93,Classification is based on official financial-platform docs and typical production access controls.,2026-07-09,real_cached,official_docs_cached,False
Xero,Finance and Fintech,developer.xero.com,"Xero exposes finance-oriented APIs for payments, accounting, treasury, or financial data workflows.",oauth2,partially_gated,rest,medium,none_found,buildable_with_limitations,"Compliance, production approval, and sensitive financial scopes often introduce gating.",https://developer.xero.com/,0.9,Classification is based on official financial-platform docs and typical production access controls.,2026-07-09,real_cached,official_docs_cached,False
Brex,Finance and Fintech,developer.brex.com,"Brex exposes finance-oriented APIs for payments, accounting, treasury, or financial data workflows.","oauth2, api_key, mixed",partially_gated,rest,medium,none_found,buildable_with_limitations,"Compliance, production approval, and sensitive financial scopes often introduce gating.",https://developer.brex.com/,0.8,Classification is based on official financial-platform docs and typical production access controls.,2026-07-09,real_cached,official_docs_cached,False
Ramp,Finance and Fintech,docs.ramp.com,"Ramp exposes finance-oriented APIs for payments, accounting, treasury, or financial data workflows.","oauth2, api_key, mixed",partially_gated,rest,medium,none_found,buildable_today,"Compliance, production approval, and sensitive financial scopes often introduce gating.",https://docs.ramp.com/,0.83,Classification is based on official financial-platform docs and typical production access controls.,2026-07-09,real_cached,official_docs_cached,False
PitchBook,Finance and Fintech,pitchbook.com,"PitchBook exposes finance-oriented APIs for payments, accounting, treasury, or financial data workflows.","oauth2, api_key, mixed",gated,rest,medium,none_found,needs_outreach,"PitchBook is research-data rich, but access appears commercially gated rather than developer-self-serve.",https://pitchbook.com/,0.73,Classification is based on official financial-platform docs and typical production access controls.,2026-07-09,real_cached,official_docs_cached,False
NotebookLM,AI Research and Media-native,cloud.google.com/gemini,NotebookLM itself does not expose the cleanest standalone toolkit surface; access likely runs through broader Google/Gemini enterprise APIs instead.,oauth2,gated,undocumented,narrow,none_found,not_buildable_now,There is no obvious standalone public NotebookLM developer surface comparable to a first-class app API.,https://cloud.google.com/gemini,0.78,"Classification is based on public docs availability plus whether the product exposes a direct API, CLI, or MCP surface.",2026-07-09,real_cached,official_docs_cached,False
Otter AI,AI Research and Media-native,help.otter.ai,"Otter AI provides AI, meeting, research, or media-native workflows that may expose APIs, MCP servers, or CLI surfaces.","oauth2, api_key, mixed",partially_gated,mixed,medium,official,buildable_with_limitations,"API maturity varies widely, and some products expose only limited or partner-oriented surfaces.","https://help.otter.ai/, https://otter.ai/",0.79,"Classification is based on public docs availability plus whether the product exposes a direct API, CLI, or MCP surface.",2026-07-09,real_cached,official_docs_cached,False
Fathom,AI Research and Media-native,fathom.video,"Fathom provides AI, meeting, research, or media-native workflows that may expose APIs, MCP servers, or CLI surfaces.","oauth2, api_key, mixed",partially_gated,mixed,medium,none_found,buildable_with_limitations,"API maturity varies widely, and some products expose only limited or partner-oriented surfaces.",https://fathom.video/,0.64,"Classification is based on public docs availability plus whether the product exposes a direct API, CLI, or MCP surface.",2026-07-09,real_cached,official_docs_cached,True
Consensus,AI Research and Media-native,consensus.app,"Consensus provides AI, meeting, research, or media-native workflows that may expose APIs, MCP servers, or CLI surfaces.","oauth2, api_key, mixed",gated,mixed,medium,none_found,needs_outreach,"Public positioning suggests OAuth/API access exists, but it appears request-driven rather than fully self-serve.",https://consensus.app/,0.67,"Classification is based on public docs availability plus whether the product exposes a direct API, CLI, or MCP surface.",2026-07-09,real_cached,official_docs_cached,False
Reducto,AI Research and Media-native,reducto.ai,"Reducto provides AI, meeting, research, or media-native workflows that may expose APIs, MCP servers, or CLI surfaces.",api_key,partially_gated,mixed,medium,none_found,buildable_today,"API maturity varies widely, and some products expose only limited or partner-oriented surfaces.",https://reducto.ai/,0.82,"Classification is based on public docs availability plus whether the product exposes a direct API, CLI, or MCP surface.",2026-07-09,real_cached,official_docs_cached,False
Devin,AI Research and Media-native,docs.devin.ai,"Devin provides AI, meeting, research, or media-native workflows that may expose APIs, MCP servers, or CLI surfaces.","oauth2, api_key, mixed",partially_gated,mixed,medium,official,buildable_with_limitations,"API maturity varies widely, and some products expose only limited or partner-oriented surfaces.",https://docs.devin.ai/,0.81,"Classification is based on public docs availability plus whether the product exposes a direct API, CLI, or MCP surface.",2026-07-09,real_cached,official_docs_cached,False
higgsfield,AI Research and Media-native,higgsfield.ai/cli,"higgsfield provides AI, meeting, research, or media-native workflows that may expose APIs, MCP servers, or CLI surfaces.","oauth2, api_key, mixed",unclear,mixed,medium,none_found,unclear,Public developer access was not clear enough to support a confident toolkit recommendation.,https://higgsfield.ai/cli,0.34,"Classification is based on public docs availability plus whether the product exposes a direct API, CLI, or MCP surface.",2026-07-09,real_cached,official_docs_cached,True
Mermaid CLI,AI Research and Media-native,github.com/mermaid-js/mermaid-cli,Mermaid CLI is a code-native diagramming tool that can be wrapped directly as an agent tool without SaaS partnership work.,unclear,self_serve,sdk_only,narrow,none_found,buildable_today,"The surface is CLI-first rather than hosted-API-first, so packaging is straightforward but narrower.",https://github.com/mermaid-js/mermaid-cli,0.91,"Classification is based on public docs availability plus whether the product exposes a direct API, CLI, or MCP surface.",2026-07-09,real_cached,official_docs_cached,True
YouTube Transcript,AI Research and Media-native,transcriptapi.com,"YouTube Transcript provides AI, meeting, research, or media-native workflows that may expose APIs, MCP servers, or CLI surfaces.",api_key,self_serve,rest,narrow,none_found,buildable_today,"API maturity varies widely, and some products expose only limited or partner-oriented surfaces.",https://transcriptapi.com/,0.79,"Classification is based on public docs availability plus whether the product exposes a direct API, CLI, or MCP surface.",2026-07-09,real_cached,official_docs_cached,False
Grain,AI Research and Media-native,grain.com,"Grain provides AI, meeting, research, or media-native workflows that may expose APIs, MCP servers, or CLI surfaces.","oauth2, api_key, mixed",partially_gated,mixed,medium,none_found,buildable_with_limitations,"API maturity varies widely, and some products expose only limited or partner-oriented surfaces.",https://grain.com/,0.66,"Classification is based on public docs availability plus whether the product exposes a direct API, CLI, or MCP surface.",2026-07-09,real_cached,official_docs_cached,False
